start_segment,end_segment,text
806.0,817.0,pela Rússia num grande ataque aéreo contra a Ucrania e especialmente sua infraestrutura energética.
817.0,826.0,"As autoridades ucranianas reenvindicaram ter abatido 76 dos drones, ou seja, um número considerável"
826.0,828.0,ainda atingiu seus alvos.
828.0,838.0,Outra notícia importante foi que no último dia 21 nós tivemos o uso de um missio balístico
838.0,846.0,"pela Rússia contra a Ucrania. Foi um missio balístico de alcance intermediário,"
846.0,851.0,"não um missio balístico intercontinental e que, segundo as autoridades russas,"
851.0,856.0,"foi batsado de Oreshnik, que é a árvore da velã."
856.0,859.0,Qual o nome da árvore que dá a velã? A velã Zeira?
859.0,861.0,"Boa pergunta, eu."
861.0,868.0,"Enfim, é a árvore da velã. Lembrando que assim, um tempo atrás a gente explicou uma coisa que é interessante,"
868.0,870.0,que normalmente todos equipam...
870.0,871.0,A vela.
871.0,873.0,A vela. Então o nome do missio é a vela.
873.0,881.0,"Os anos atrás nós tivemos o anúncio do missio balístico intercontinental Rússia,"
881.0,889.0,a sarmata que recebeu no ocidente pelo OTAN o codinome satan 2.
889.0,892.0,"E aí teve um pai, que é a sensacionalismo da impressão."
892.0,898.0,"Meu Deus, é um missio chamado satan, é o fim do mundo, é destruição do mundo e a gente explicou aqui,"
898.0,907.0,que normalmente os equipamentos têm um nome rúso e eles recebem um outro código e um outro nome dado pelo OTAN.
907.0,911.0,E muitas vezes os veículos de imprensa reproduzem apenas os daltan.
911.0,918.0,"Então no caso, o missio balístico intercontinental Rússia o mais avançado é o RES28Sarmata,"
918.0,922.0,que tem esse nome referente ao povo da ASI Central.
922.0,928.0,E na OTAN ele recebeu o nome de SSX29 satan 2.
928.0,931.0,"E aí assim, é algo dado pelo OTAN."
931.0,938.0,O nome Oreshnick é o nome Russo desse equipamento e muito tencido especulado.
938.0,942.0,"E eu vou frisar essa palavra, tá gente? Especulado, por que?"
942.0,948.0,"Porque vocês vão ver nas redes sociais, aqueles perfis tradicionais dos Armchair Generals,"
948.0,953.0,é o pessoal que tem TAR em guerra ou que acha que é de fato um grande especialista militar.
953.0,956.0,"E quando eu falei isso, eu não estou me colocando nesse cargo, tá gente?"
956.0,959.0,A gente só leia as pessoas certas pra pra essa pleza.
959.0,970.0,"Mas, assim, seria uma arma completamente novadora, que seria uma arma que vai mudar o panorama militar do mundo."
970.0,979.0,"É possível, é, mas, como eu disse, é tudo especulado ainda, o que nós podemos afirmar aqui."
979.0,987.52,"foi utilizado como um miss subalístico, ele inclusive voltou pela atmosfera superior, ou seja, fora"
987.52,995.32,"da alcance de misses de defesa, e que seis impactos posteriores foram registrados em vídeo."
995.32,1003.8,"Ou seja, é um missho que pode carregar no mínimo, no mínimo seis veículos de reentrada,"
1003.8,1013.32,"popularmente na signa inglês Mirf, que podem ser desde o jivas até iscas para atrair equipamentos"
1013.32,1018.04,"de defesa. As grandes especulações sobre esse equipamento são duas, primeiro que ele teria uma"
1018.04,1025.56,"velocidade superior à MAC 10, ou seja, 10 vezes velocidade do som, e segundo, e essa talvez seja"
1025.56,1033.08,"especulação mais interessante, foi que esse missho pode ser equipado, não com o jivas, mas com cargas"
1033.08,1042.6,"kinéticas, ou seja, que vão usar a força da própria gravidade como o seu fator para gerar um"
1042.6,1048.6,"impacto para gerar uma explosão. E os nossos ouvintes mais antigos, talvez se lembra que tem uma vez que na"
1048.6,1056.04,"semana na história a gente comentou do tratado do espaço exterior, que foi o tratado na guerra"
1056.04,1063.88,"fria que banhe armamentos na atmosfera, você não pode votar um missho num satélite, por exemplo,"
1063.88,1072.12,"só que esse tratado tem uma brecha que ele não veta, o impacto pela gravidade. Então tem vários"
1072.12,1077.64,"estudos teóricos, aí eu vou deixar a pessoa da física, da ingeria, né? Se você presença, você"
1077.64,1085.24,"colocar um bastão, um porrete, um verdadeiro porrete de tungstenho, e ele simplesmente cai"
1085.24,1091.96,"no misto ou do satélite, o impacto que ele poderia gerar de outros metais também. Então tem"
1091.96,1097.8,"toda essa discussão teórica, mas repito, sobre esse missho, toda especulação, ou é propaganda,"
1097.8,1103.96,"ou é anti-propagana. Nesta semana, foi a semana mais intensa de ataques aéreos, não é apenas esse"
1103.96,1111.32,"grande ataque aéreo que o Matias puxou essa parte, mas no geral, e possivelmente ambos os lados"
1111.32,1119.84,"estão tentando conquistar, avançar o máximo possível, tendo em vista o novo governo dos Estados"
1119.84,1127.92,"Unidos, também tivemos o uso de misses de cruzeiro produzidos pelo Reino Unido contra alvos"
1127.92,1136.24,"dentro da Rússia, com o embaixador Rússu no Reino Unido afirmando que o governo britânico agora está"
1136.24,1143.76,"diretamente envolvido na guerra, da fome entrevista do Andrei Kellen, ao repórter da Sky News Mark"
1143.76,1148.68,"Austin, vocês podem conferir a entrevista na qual ele disse que o governo britânico está"
1148.68,1155.96,"diretamente envolvido. E ainda nesse assunto, nós tivemos uma cerimônia religiosa essa semana,"
1155.96,1163.0,"na qual o patriarca Cirilo da Igreja Rotodóxia Rússia, ele disse que armas nucleares, com conflito"
1163.0,1172.76,"de nuclear, não deve ser temido, porque cristãos não temem o fim do mundo. Ele elogiou os cientistas"
1172.76,1180.48,russos por desenvolver em armas incríveis e que grandes preocupações sobre uma guerra nuclear não
1180.48,1187.44,"são boas para a saúde espiritual. E assim, o patriarca Cirilo, nós mencionamos aqui há muitos anos,"
1187.44,1193.6,"ele é um dos principais aliados do Vladimir Putin, inclusive na legitimação na justificativa da"
1193.6,1199.8,"invasão da Ukraine. E esse é um discurso que é uma vera muito perigoso, o discurso escatológico,"
1199.8,1207.32,"cristão, usar a escatologia cristã para você normalizar, uma eventual guerra nuclear, para você"
1207.32,1213.0,"normalizar ameaças nucleares. Então, assim, é algo bastante complicado. Claro, ele não é o único"
1213.0,1220.72,"mais isso, mas assim, ele é o líder da Igreja Rotodóxia Rússia, assim, ele não é uma pessoa, ele não"
1220.72,1226.92,"tinha oção do Zap, ele é uma pessoa que está numa posição de muito destaque, de muita legitimidade."
1226.92,1234.52,"E fechando esse primeiro bloco, notícia da Quarta-Feira que passou de a 27 de novembro,"
1234.52,1240.28,tribunal da Somália emitim mandado de prisão de líder regional.
1240.6,1248.6,Uma das cortes da Somália determinou a prisão do presidente de Júbalandia.
1248.6,1254.48,"Júbalandia, presidente, nesse caso, como se fosse governador, não é a primeira vez que a gente fala"
1254.48,1262.08,"dessa região aqui no programa. E o governador é o Armed Madob, o nome dele inteiro,"
1262.08,1275.16,"Armed Mouramed Islam, e ele é acusado no judiciário Somália de traição, devido ao fato de que"
1275.16,1284.36,"ele foi reeleito agora. Porém, ele é o presidente da região desde 2012, então, ele não poderia ter sido"
1284.36,1291.2,"candidato, devido a limite de mandatos. Ele antes de ser governador da região, ele foi líder,"
1291.2,1301.08,"de uma milícia armada, o Rizbo Islam, e, ou seja, um grupo que inclusive foi categorizado pelos"
1301.08,1308.4,"Estados Unidos como um grupo terrorista, e essa corte somália disse que o fato dele ter disputado,"
1308.4,1316.48,"e se proclamado vencedor das eleições, é um ato de traição e determinou a prisão dele."
1316.96,1324.0,"Então, é o que a gente tem falado aqui há um tempo. A Somália está passando por um processo de"
1324.0,1331.24,"normalização externa, mas internamente ainda está longe de um cenário de estabilidade. E ainda"
1331.24,1336.88,"no continente africano, meu caro Matias, nesse momento, hoje de dia 29, que estamos gravando,"
1336.88,1348.0,"estão ocorrendo as eleições presidenciais da Namíbia, e, segundo, as pesquisas, a organização"
1348.0,1355.16,"popular do sudoueste da África, o suapo, que é o partido que governa na Namíbia desde"
1355.16,1363.56,"independência 1990. E que esse nome remete ao nome enclatura colonial da Namíbia, que era o sudoueste"
1363.56,1369.24,"africano alemão. E isso, e lembrando que a Namíbia se torna dependente da África do sud,"
1369.24,1372.92,"porque ela era uma colônia alemã da Primeira Guerra Mundial, é a África do Sul,"
1372.92,1380.04,"a culpa e a nexa. E pela primeira vez, as pesquisas indicam que o suapo pode perder as eleições,"
1380.04,1389.0,"pode deixar o poder. E no próximo dia 7 de dezembro, já que não teremos programas, então vamos apenas"
1389.0,1393.76,"para o que tinha que ir rapidamente, mas o próximo 7 de dezembro, teremos eleições presidenciais"
1393.76,1401.88,"em Ghana, certo? Bem, agora vocês ficam com a Coluna Bertha, na qual a nossa querida Natali"
1401.88,1416.36,Anterstel comentará sobre a COP29 e o acordo de Vaca Muerta.
1416.36,1426.68,"Bom pessoal, com muita satisfação, a gente recebe novamente nossa tradicional, habitual,"
1426.68,1432.36,"comentarista da COP, que sempre nos trata com muito carinho, nossa querida Natali Anterstel,"
1432.36,1439.08,"que é presidente do Instituto Tala Noa, graduada em administração de empresas pela Fundação"
1439.08,1445.16,"Jettolho Vargas, contribuiu como negociadora do Brasil em questões de mudanças climáticas,"
1445.16,1453.68,"sempre participa da COP, estava na COP esse ano em loco mais uma vez, e está inclusive sofrendo,"
1453.68,1460.2,"com o fuzorário, já que são 7 horas de diferença, mas mesmo assim, obrigado na Tala I,"
1460.2,1467.04,e pela primeira vez que você participa do programa com uma gente interagindo e não audiodilatizar
1467.04,1472.68,"a capital, aquela logística doida que a gente fazia. É verdade não prazer,"
1472.68,1480.56,"obrigado pelo convite, então habituê. Mas você é, meu? Muito feliz de estar aqui,"
1480.56,1486.56,"apesar de ter sido a pior COP de todos os tempos, então vai ter muito plano pra manga."
1486.56,1494.56,"Então, vou jogar fora aqui o Rotterinho, e já vou emenda então, por que foi a pior COP de todos os tempos?"
1494.56,1504.56,"Então, eu vou tentar ser muito luta aqui, a gente obviamente teve COP que, uma COP particularmente,"
1504.56,1513.56,"pra caçou, uma que, pra caçou, eu teve que continuar, enfim, lá atrás, mas era sempre, enfim,"
1513.56,1521.56,"é um processo que faz um sentido naquele momento, quando teve COP em H, em 2015, que foi um colapso total,"
1521.56,1528.56,"que, enfim, é basicamente, se entendeu que a abordagem do protocolo de que o outro,"
1528.56,1533.56,"que era vigente até então no regime internacional de mudança do clima, e não ia rolar pra todo mundo,"
1533.56,1538.56,as pessoas que tinham saído da piscina gelada de que o outro não ia voltar como os Estados Unidos.
1538.56,1543.56,"Mas daquele colapso, ele resultou em algo depois em processos que levaram a cor do de Paris,"
1543.56,1548.56,"então assim, era, um outro dos momentos, né, por que que essa COP foi tão ruim?"
1548.56,1554.56,"Por que não teve negociação, as coisas não eram unidas, a gente não sabia o que estava acontecendo,"
1554.56,1561.56,"por que que nada acontecia, na verdade, e isso tem tudo a ver com a postura da presidência,"
1561.56,1570.56,"né, ao Azerbaijan, que eu acho que muitos especialistas costumam categorizar como uma ditadura,"
1570.56,1578.56,"né, é um país que não tem uma tradição diplomática, tem onde consta grande,"
1578.56,1584.56,"pelo menos não na sera climática, então eles jogaram um jogo de difícil entendimento,"
1584.56,1589.56,"os países tiveram dificuldade de entender o que eles queriam, onde eles queriam chegar, né,"
1590.56,1595.56,"e aí passaram-se duas semanas, nada tinha acontecido basicamente,"
1595.56,1601.56,"e a gente ficou com decisões muito críticas para serem tomadas nas últimas horas,"
1601.56,1606.56,"na verdade já no 45 de segundo tempo, no tempo extra da COP, né,"
1606.56,1613.56,"e eu acho que esse clima todo o badeiro, né, deixou todo mundo muito desconfortável,"
1614.56,1618.56,"porque acabou beneficiando aqueles que queriam uma decisão muito fraca,"
1618.56,1622.56,"que foi tomada em torno do financiamento climático,"
1622.56,1627.56,"porque pensaram não queremos mais ter que ficar negociando nada com essa presidência, né,"
1627.56,1632.56,"vou acabar aqui esse negócio, pra gente não ter que, enfim, por exemplo, a COP,"
1632.56,1637.56,"ou enfim, começar do zero no ano seguinte no Brasil, então foi um,"
1638.56,1645.56,"foi muito tempo investido em uma negociação fraca, né, na verdade uma não negociação,"
1645.56,1651.56,"e que resultou aí no acordo, sim, todo mundo assinou,"
1651.56,1655.56,"o 195, alguns reclamaram e muito, né, na plenária,"
1655.56,1660.56,"mas a verdade é que isso foi acordado, e esse resultado agora é um resultado com o que"
1660.56,1665.56,"a gente vai ter que conviver e tentar tirar leite de pedra daqui em diante, né,"
1665.56,1669.56,"então, todos escrevendo mais do processo, acho que a gente pode falar depois"
1669.56,1674.56,"um pouco mais dos resultados, mas no geral, formou o seu clima muito ruim."
1674.56,1679.56,"A gente vai falar dos resultados, e só pra complementar, né,"
1679.56,1684.56,"sobre o Azerba Jean-Cera uma ditadura, no Demócrase Index da Economist,"
1684.56,1691.56,"ele tá na posição 130 de 167 países, que elas ficam como totalmente autoritário,"
1691.56,1697.56,"com nota 2,8 de 10, e na repórter, ele se enfronteira, que mete liberdade de imprensa,"
1697.56,1705.56,"ele tá na posição 164 em de 180 países, né, e ele é governado de forma clânica"
1705.56,1710.56,"pela mesa família, basicamente ainda, desde o período soviético, na família aliéve."
1710.56,1718.56,"E isso que você mencionou, né, da presidência, não ter colaborado com as pautas,"
1718.56,1723.56,"por vários motivos, aí entra uma pergunta que assim, as duas últimas copes"
1723.56,1728.56,"foram em petro de tadoras, a próxima cop, o Brasil não é uma ditadura"
1728.56,1733.56,"e não é um país dependente do petróleo, mas é um país que explora muito petróleo,"
1733.56,1739.56,"que pode explorar petróleo na Amazonia, pode vir a explorar,"
1739.56,1747.56,"o quanto disso colabora para esse cenário de pouco avanço, né,"
1747.56,1753.56,"então assim, é aquela coisa, eu vou se de acope justamente para atrapalhar."
1756.56,1759.56,"Vamos lá, essa é a pergunta maravilhosa, enfim,"
1759.56,1762.56,"eu penso em várias coisas, eu tenho que dar uma resposta um pouco longa,"
1762.56,1765.56,"então mais me interrompa, por favor, pra gente..."
1765.56,1767.56,Jamais aqui é o cuidado que fala.
1769.56,1770.56,"Vamos, vamos, vamos."
1770.56,1774.56,"Acho que a primeira coisa, assim, que eu queria dizer para você,"
1774.56,1781.56,"é que a direção, né, da transição para baixas e missões,"
1781.56,1785.56,"da transição para a gente gerar as missões, ela tá..."
1785.56,1789.56,"Tá, que é a gente ficar a menar para uma outra economia,"
1789.56,1797.56,"independente ou livre, né, de como se tiver esforças e de desmatamento,"
1797.56,1801.56,"enfim, dessas fontes e missões, isso tá dado, tá?"
1801.56,1809.56,"O problema é a velocidade, e isso são várias pessoas ao redor do mundo que dizem,"
1809.56,1811.56,"né, que fazem esse mesmo diagnóstico."
1811.56,1815.56,"Eu sou uma delas aqui no Brasil, o professor Eduardo Viola da Uspit,"
1815.56,1818.56,"tem exatamente o mesmo diagnóstico, e várias pessoas de outras disciplinas,"
1818.56,1821.56,"inclusive da climatologia, inclusive de eu só falando não."
1821.56,1825.56,"A gente já tem aqui, por meio, né,"
1825.56,1829.56,"desse regime internacional que foi bastante aí consolidado,"
1829.56,1833.56,"via cor do de Paris, já fala mais dele, tá dado,"
1833.56,1834.56,tá dado essa direção.
1834.56,1839.56,"O problema é a velocidade, o que quer dizer isso, né,"
1839.56,1843.56,"que aqueles países, aqueles segmentos de economias,"
1843.56,1846.56,"indústrias, e os investidores, etc., etc."
1846.56,1853.56,"que dependem, ou que são os perdedores dessa nova forma, né,"
1853.56,1857.56,"de de viver, de produzir, de consumir, etc.,"
1857.56,1863.56,"é tão super remutante, então, isso é o jogo que a gente tem agora,"
1863.56,1868.56,"a gente tem hoje um mundo em que há uma enorme e veloz,"
1868.56,1871.56,"exponencial expansão das renováveis,"
1871.56,1875.56,"o custo já é muito baixo, né, de solar, energia solar,"
1875.56,1879.56,"tá falando de energia eólica, agora hidrogênio entrando"
1879.56,1883.56,"e outras opções que já existiam antes também,"
1883.56,1885.56,"as baterias, então assim,"
1885.56,1888.56,"tem muita renovável entrando de forma muito rápida,"
1888.56,1890.56,"mas a gente também tem, por outro lado,"
1890.56,1894.56,"uma expansão de combustíveis fósseis, né, violenta."
1894.56,1900.56,"A gente tá vendo, assim, os maiores produtores como os Estados Unidos,"
1900.56,1903.56,"o Brasil tá entre os maiores produtores,"
1903.56,1905.56,"então, como você falou muito bem, nós não somos"
1905.56,1909.56,"interamente dependentes, né, econômicamente"
1909.56,1913.56,"ou energeticamente, mas nós estamos entre os maiores produtores"
1913.56,1917.56,"e maiores do que isso, o Brasil está fazendo investimentos"
1917.56,1920.56,"há bastante tempo para que nessa década, para que até"
1920.56,1923.56,"2030 a gente se torne o quarto, quem sabe,"
1923.56,1926.56,"maior produtores de petróleo, isso quem diz é a agência"
1926.56,1931.56,"nacional do petróleo, a NP, tá, em planos oficiais do Brasil."
1931.56,1934.56,"Então, os maiores produtores eles estão expandindo,"
1934.56,1936.56,"então, a gente tem esses dois movimentos da expansão de"
1936.56,1940.56,"nováveis, da expansão dos fósseis e isso significa"
1940.56,1946.56,"que por mais que você tenha esses segmentos,"
1946.56,1950.56,"enfim, essas doos tendências sendo negociadas numa"
1950.56,1955.56,o pet por um lado e os países votando energia renovável
1955.56,1959.56,"e coordenando esforços por meio de outros, outros foros,"
1959.56,1963.56,"né, inclusive, regionais, é na convenção do clima"
1963.56,1966.56,"que esses assuntos hoje estão se tocando, né,"
1966.56,1970.56,que estão se diretamente assim se chocando também.
1970.56,1974.56,"Então, não é a toa que, já algum tempo,"
1974.56,1980.56,"as copas, os opitrões das copas da mudança do clima,"
1980.56,1986.56,"também, enfim, tentam usar de plomacia climática"
1986.56,1990.56,"para poder favorecer os seus, as suas preferências, né."
1990.56,1993.56,Eu não estou sugerindo aqui que tem uma coisa coordenada
1993.56,1996.56,"entre os países produtores, talvez até tenha,"
1996.56,1998.56,"enfim, não tem evidência prática disso,"
