start_segment,end_segment,text
383.68,394.36,"então isso gera ainda mais questões econômicas efeitos econômicos dentro da Etiópia, que agora"
394.36,403.08,"está recebendo esses refugiados Sudaneses, então provavelmente isso que motiva essa viagem do"
403.08,409.64,"Pierre Melch, eles se encontraram em Porto Sudan que fica na costa do Mar Vermelho, e a Etiópia"
409.64,416.8,"talvez tente se projetarem, então como eventual, mediador nessa situação de conflito interno."
416.8,424.96,"Também no último final de semana, reformista vence as eleições presidenciais no Ira."
424.96,432.88,"Na semana passada, nós comentamos que pela soma dos candidatos principalistas ou em"
432.88,439.48,"aventuras, o candidato reformista não venceria a não ser se tivéssemos um aumento do"
439.48,444.8,"comparecimento eleitoral, está lá, está gravado em áudio, e foi exatamente o que aconteceu, meu"
444.8,452.16,"caro Matisse, o comparecimento eleitoral no primeiro turno foi de 39,9%, o comparecimento eleitoral"
452.16,455.92,"no segundo turno foi de 49,6%."
456.84,468.32,"Então, estamos falando de quase 7 milhões de pessoas amais indo às urnas, o saed Jaalili,"
468.32,476.52,"o candidato principalista que foi ao segundo turno, ele foi de 9,4 mil votos aproximadamente"
476.52,482.4,"para 13 milhões e meio, que é basicamente a soma dos candidatos principalistas no primeiro"
482.4,489.48,"turno, só que o candidato reformista, o massudo pesesquia, passou de 10 milhões e"
489.48,499.32,"meio para 16 milhões e meio. Então, muita gente foi votar amais e foi votar nele, se você"
499.32,506.48,"fizer uma conta improvisada, a diferença de votos do primeiro pro segundo turno no candidato"
506.48,510.4,reformista é basicamente a diferença de eleitores de um turno pro outro.
510.8,515.92,"Isso que dizem, então, que agora o Irã vai ter um governo reformista, vai ter um governo"
515.92,521.76,"que vai retomar as negociações nucleares, vai ter um governo que vai legalizar o casamento"
521.76,527.64,"entre pessoas no mesmo sexo, alguma coisa tipo, não, a gente já explicou isso aqui algumas"
527.64,536.72,"vezes, inclusive o Mano Abraço, pro professor Fabriço Vitorino, que elogiou recentemente a nossa"
536.72,545.0,"cobertura sobre o Irã e a gente já explicou aqui, o Irã tem um aparato de estado muito mais"
545.0,551.44,"complexo do que elegeu um presidente ou não. Você tem o supremo líder, que é, de fato, quem"
551.44,557.0,"detém o poder no país, você tem um conselho guardião e você tem a guarda revolucionária,"
557.0,565.36,então você tem transintituições com um grande nível de poder político e executivo e que são
565.36,572.88,"todas da linha dura, são a linha dura, não é verdade? Então ele não tem tanta margem de"
572.88,586.72,"manobra assim, o interessante vai servir qual será a postura dele em relação às eventuais"
586.72,593.64,"negociações de um acordo no cláaronel, porque vamos lembrar, o acordo no cláaron foi assinado"
593.64,599.4,"do entre o Irã e as potências, foi chamada de cinco mais um, foi assinado durante a"
599.4,606.56,"presidência do Hassan Rouhani, que era ele um moderado, o acordo no cláarono foi por buraco,"
606.56,611.88,"por causa do Donald Trump, então vamos ver se isso vai ter alguma influência do novo governo,"
611.88,618.28,"não, pelo que eu li, pelo que eu abordei do discurso de vitória dele e posterior, o foco dele,"
618.28,625.84,"inclusive vai ser em questões internas, tá lembrando que ele foi ministro da saúde, foi"
625.84,632.64,"parlamentar também, ele vai se focar em questões internas e a gente falou aqui que a insatisfação"
632.64,638.2,"interna no Irã é muito grande, nós tivemos os protestos recentes por conta da Masha Mini,"
638.2,646.32,"que tivemos muitas mortes e prisões, nós temos inflação interna, a corrupção no Irã é muito"
646.32,653.52,"grande, isso é uma queixa muito forte dos iranianos, lembrando, não é corrupção aquela do"
653.52,661.8,"colarinho branco, caro em Bolso, 20 milhões num contrato superfatorado, é a corrupção do dia a"
661.8,667.48,"dia, você vai matricular o seu filho na escola pública, tem que pagar, levar um presente para alguém,"
667.48,675.64,"você estacionou seu carro, você tem que pagar ali, tem que pagar o shop, o shop não tem shop,"
675.64,681.96,"tem que pagar a coxinha de alguém, coxinha eu estou usando aqui um exemplo bem brasileiro,"
681.96,687.8,"né, então é esse tipo de corrupção, essa corrupção do dia a dia, nada a ver com nenhuma gira,"
687.8,700.04,"não, longe disso, não falei a palavra pagar o arrego, alguma coisa assim, esse tipo de corrupção que"
700.04,705.44,"hoje é muito forte no irã, e antes de você passar para a proção notícia, meu carmatias,"
705.44,713.8,"também em relação ao irã, essa semana, no dia 9 de julho, a diretorodacia, a Evril"
713.8,720.0,"Reins, que é uma pessoa que tem assim, eu não sei se a gente já ia criticar a diretorodacia,"
720.0,726.72,"mas tudo bem, ela tem também ali alguns possíveis esqueletos no armário dela, ligados à atividade"
726.72,732.28,"dela no setor privado, a participação dela ali na questão do relatório da tortura durante o"
732.28,740.64,"governo Obama, mas enfim, a Evril Reins essa semana disse que o irã via agências de inteligência"
740.64,750.92,"e presença nas redes sociais está ajudando a organizar, encorajar e financiar,"
750.92,759.76,"elas ou os três termos, protestos nos Estados Unidos contra a política externa dos Estados Unidos"
759.76,769.0,"em relação a Israel e Palestina, então basicamente dizendo que os protestos contra o envio de armas"
769.0,775.2,"que são utilizadas em gaso e envio de munições utilizadas, em gás, por exemplo, teriam participação"
775.2,778.44,"direta do irã, essa é a acusação feita por ela."
778.48,782.6,"Notícia do domingo passado de a 7 de julho,"
782.6,791.24,Erdoğan afirma querer convidar a sede para restaurar laços entre Turquia e Síria.
791.24,800.48,"Bem, o Erdoğan está fazendo isso porque depois de anos ocupando o norte e parte do nordeste da Síria"
800.96,808.32,"e usando os refugiados sírios dentro do território turco, como moeda de troca para receber"
808.32,816.16,"financiamento e ali um passe livre da União Europeia, a situação está começando a ficar um pouco"
816.16,822.24,"desgastada, então recentemente tivemos os protestos anti-sírios na Turquia, tivemos os protestos"
822.24,829.92,"anti-Turquia na Síria, que inclusive resultaram em pessoas mortas, e agora ele disse que está disposto"
830.88,837.84,"a restaurar os laços com a Síria e gostaria de convidar o baixar alassado, o presidente"
837.84,847.04,"digitador da Síria, para restaurar as relações aos que ela eram no passado, lembrando que a Turquia"
847.04,857.64,foi um dos primeiros países a apoiar e armar a oposição ao assade e a romper relações com a Síria
857.64,865.64,"do assade, então assim, foi um dos primeiros países a fazer isso, foram Turquia catar e depois"
865.64,874.44,"a arabasaldita, então a Turquia não é, digamos ela passa muito longe de ser um ator inocente nessa"
874.44,881.08,"história toda, um ator que não se beneficiu, um ator que não ajudou a causar os desdobramentos que"
881.08,890.28,"hoje são um problema para a Turquia, então ele falou dessa possibilidade plomática, outra notícia"
890.28,900.92,"em relação à Turquia é que o chefão da BID, a empresa chinesa de automóveis, esteve na Turquia"
900.92,909.72,"e assinou junto com o ministro Turco, e o Erdogan, o Erdogan participou da cerimônia no dia 8 de"
909.72,920.04,"dia, um acordo para investimentos numa fábrica da BID na Turquia, de 1 bilhão de dólares com BID"
920.04,930.92,"banana, que iniciaria a produção, ao final de 206, e vai entregar 150 mil veículos por ano,"
930.92,938.52,"lembrando que a Turquia é o importante hub de produção automotiva, a Turquia tem muitas empresas"
938.52,946.24,"brangers ali, que eu digo, hub, porque muitas delas são montadoras, que nem no Brasil, no Brasil nós"
946.24,951.84,"temos as montadoras, que muitas vezes usam peças importadas, peças produzidas na Argentina, ou então"
951.84,957.84,"produz a peça que monta na Argentina, a Turquia tem uma situação parecida com a do Brasil nesse sentido,"
957.84,965.1,"e finalmente, sobre o rente médio, apenas uma recomendação de leitura para quem se interessar,"
965.1,973.38,"um slide magazine, que é uma review seleutrônica especializada em ensaios, publicou essa semana"
973.38,982.74,um artigo da rana mandu sobre as centenas de mortes de Peregrinos da rana mandu e do
982.74,991.66,"Sultan Alamero, publicar essa semana um artigo sobre as centenas de mortes de Peregrinos"
991.66,999.08,"da ragem. E a gente comentou aqui, devido ao calor. E a matéria fala que muitos morreram"
999.08,1008.86,"de calor ou o calor relacionado à idade avançada dos Peregrinos, mas que o estado saudita também"
1008.86,1015.7,"tem participação devido à problemas de planejamento e também a participação, a responsabilidade"
1015.7,1026.78,"de melhor dizendo, de agências de turismo ou como se fossem guias da Peregrinação, que cobram"
1026.78,1031.82,"tarifas altíssimas e aí caso você tenha cancelamentos eles têm que pagar, então eles insistem"
1031.82,1038.78,"para que as pessoas façam, compram cronograma mesmo sobre condições adversas, então a situação"
1038.78,1043.22,é um buraco mais fundo apenas do que mortes por insolação.
1043.7,1053.02,"Notícia da última segunda-feira de 8 de julho, Boeing aceita se declarar culpada por fraude"
1053.02,1056.3,escapa de punição mais grave.
1056.3,1062.66,"Então meu carmatismo, no caso dos Estados Unidos especificamente a gente pode falar em pizza mesmo, né?"
1062.66,1066.62,A Boeing se declarou culpada?
1066.62,1069.66,"Parece do com pizza, né?"
1069.66,1071.42,"Depende da região, né?"
1071.42,1073.26,Até aquela dip de pizza.
1073.26,1075.26,Calma sopa de tomate.
1075.26,1078.82,"Ela meio com uma torta, meio com a sopa, não sei."
1078.82,1084.86,"E a sopa para guai é uma torta, então é tudo..."
1084.86,1085.86,Tudo relativo.
1085.86,1089.34,"É tudo relativo, é tudo uma questão de linguagem."
1089.38,1097.78,"Voltando aqui para notícia, Boeing declarou culpada de uma acusação de conspiração para"
1097.78,1104.3,"cometer fraude contra a agência federal de aviação dos Estados Unidos, né?"
1104.3,1111.3,"A FAA, por conta dos dois acidentes fatais envolvendo os aviões do modelo 737 Max."
1111.3,1119.3,Isso significa que a Boeing vai pagar 487 milhões de dólares.
1120.26,1126.94,"Isso também significa que ninguém será responsableizado criminalmente,"
1126.94,1134.94,"que a empresa não precisará passar por um pentefino, digamos assim, nas suas operações."
1134.94,1142.82,E isso é uma fração do dinheiro que os familiares das vítimas desses dois acidentes
1142.82,1149.26,"querem como indenização, já que estão falando de centenas de vítimas, né?"
1149.3,1157.26,E que as indenizações somadas dão quase 25 bilhões de dólares.
1157.26,1165.34,"Então, a Boeing basicamente vai ter que submeter ali parte das suas operações, né?"
1165.34,1175.22,"Um monitor independente que será selecionado pelo governo, mas será assim algo protocolar,"
1175.22,1180.86,"como disse, não vai ser o pentefino que era solicitado pela promotoria inicialmente."
1180.86,1185.54,"Então assim, como dizem nos Estados Unidos, é um slap on the wrist, sabe?"
1185.54,1189.1,"É um tapinha e continua aí e vamos lembrar, né?"
1189.1,1191.14,"Assim, muitas pessoas pensam na Boeing, né?"
1191.14,1192.9,"Penseam nos aviões, né?"
1192.9,1194.58,"Vão de passageiro, né?"
1194.58,1200.82,"O 747 Jumbo dos aviões mais icônicos, mas a Boeing é um pilada indústria armamentista"
1200.82,1202.22,dos Estados Unidos.
1202.42,1209.66,"A Boeing, acho que ela não precisa nem fazer lobby, ela já está, sabe, já é um imarenhado ali as relações, né?"
1209.66,1221.54,"E ao mesmo tempo, né, nessa semana nós tivemos a notícia de que a primeira missão tripulada da Boeing"
1221.54,1227.34,para a estação espaciana interonacional não tem data prevista para o retorno.
1227.78,1232.98,"Ela estava prevista para durar oito dias e agora não tem data prevista para retorno,"
1232.98,1245.02,porque os caras estão literalmente presos no espaço já que a nave Starliner da Boeing apresentou falhas.
1246.78,1257.18,"Ela está tripulada pelos astronautas, but rumor e Sunn Williams, tanto ele quanto ela era um piloto de teste da maninha dos Estados Unidos."
1258.14,1261.98,E eles estão presos no espaço.
1263.02,1266.94,Porque a cápsula da Boeing está apresentando falhas.
1267.74,1268.26,É isso.
1268.9,1271.38,"Assim, você vai falar mais o que?"
1271.7,1275.7,"E aproveitando meu caro Matias mais uma notícia do espaço, né?"
1275.7,1285.22,Só para registrar os quatro voluntários que ficaram mais de um ano simulando a vida em Marte
1285.34,1294.5,"no experimento da NASA, né, sobre como seria um habitat em Marte, sairam do experimento essa semana."
1294.5,1303.22,"Eles içaram que foi muito bom poder sair do isolamento de 378 dias e eles foram monitorados, todos os dados,"
1303.22,1306.26,"dados, fizológicos deles, enfim."
1306.66,1309.5,Então esse experimento chegou ao fim essa semana.
1310.22,1319.82,"Bem, passemos agora para a Coluna Bertha na qual Felipe conversará com Thomas Ickman de Barros sobre as eleições francesas."
1319.82,1335.02,Coluna Bertha.
1338.38,1344.78,"Bem, pessoal, semana passada a gente falou que receberíamos um convidado para tratarmos das eleições francesas."
1344.86,1355.02,"Esse tema que se tornou muito presente na mídia e a gente recebe o professor Thomas Ickman de Barros,"
1355.02,1361.5,"ele que é professor e pesquisador associado ao centro de pesquias políticas da Science e Poem Paris,"
1361.5,1363.74,onde ele fez doutorado.
1363.74,1368.78,Hoje é pós doutorando na Universidade do Minho em Braga.
1369.02,1376.86,"E também é o autor do livro do que falamos quando falamos de populismo junto com Miguel Lago,"
1376.86,1381.18,que foi publicado pela companhia das letras em 2022.
1381.18,1385.42,"Thomas, você me autorizou a te chamar pelo primeiro nome."
1385.42,1392.38,"Então, obrigado pelo seu tempo, obrigado pela sua disposição, parabéns pela sua carreira."
1392.46,1399.42,"É uma entrevista que tem uma grande diferença de fuzorário também, então a gente teve que dar um jeito."
1399.42,1408.46,E eu quero registrar antes das suas boas vindas que nós te citamos aqui no programa.
1408.46,1410.38,Eu te convidei antes da Globo News.
1410.38,1414.62,"Antes que alguém acha que a gente copiou a Globo News, ao te chamar aqui,"
1414.62,1418.46,já que você merecidamente também esteve lá recentemente.
1419.42,1420.94,"Muito obrigado, Felipe."
1420.94,1424.3,"É uma alegria conversar com você, com todo mundo do Chadredes Verbal."
1424.3,1431.58,Eu agradeço enormemente pelo convite que de fato foi anterior ao convite do Marcelo Lins da Globo News.
1431.58,1435.34,É uma alegria de conversar agora sobre as eleições francesas.
1435.34,1438.38,"E eu estou uma curiosidade para os seus ouvintes, não sei se..."
1438.38,1440.86,"Não sei se interesse, eu estou técnicamente na França,"
1440.86,1443.58,mas eu estou no departamento de ultramar da França.
1443.58,1446.7,"Depois do segundo futuro, um das eleições, eu peguei um voo,"
1446.7,1449.26,"que é um tempo de um voo de São Paulo até Paris,"
1449.26,1452.3,"mas de sim, Sandení, não na periferia de Paris,"
1452.3,1455.34,mas Sandení da Ilha da Reunion no Oceano Índico.
1455.34,1459.9,"Então a França ainda tem territórios ultramarinos, eu estou aqui no território ultramarino."
1459.9,1462.3,Por isso a diferença de horário entre nós é tão grande.
1462.3,1467.18,"7 horas de diferença, mas estou feliz e conseguimos ter essa conversa."
1467.18,1470.78,"É, ele da Reunion fica ali mais ou menos perto de Mandagascar."
1470.78,1475.1,E para o nosso ouvinte que quiser conhecer um pouquinho mais essa história
1475.1,1478.3,"como a pitada de esporte, a gente tem um programa, um podcast,"
1478.3,1483.66,"o fronteiras e visíveis do futebol, que tem um episódio sobre a França ultramarina."
1483.66,1488.14,"Que a gente fala da nova Caledonia, a fala de Reunion, de Mayotte."
1488.14,1490.22,E...
1490.22,1495.5,"O Vascainos, os Vascainos que gostam do Dimitri Payette, ele é..."
1495.5,1496.38,Ele é da Reunion.
1496.38,1497.5,Então tem que fazer isso.
1497.5,1499.42,Esse detalhe eu não sabia.
1499.5,1500.54,Eu não lembro.
1500.54,1501.42,É assim.
1501.42,1503.66,E...
1503.66,1505.66,"Então, começando..."
1505.66,1511.42,"Vou começar aqui pelo factual, comentar os principais dados dessa eleição."
1511.42,1513.98,E aí você...
1513.98,1516.54,"Enfim, você faz seus primeiros comentários."
1516.54,1523.26,"Mas nós tivemos a eleição, primeiro 30 de junho, segundo turno, 7 de julho,"
1523.26,1527.5,"comparecimento eleitoral, foi de mais ou menos 66.7 pessoas."
1527.5,1531.9,"No primeiro turno, 66.6 no segundo, maior comparecimento eleitoral,"
1531.9,1534.3,desde 1997.
1534.3,1540.62,"E a primeira vez na história que nós não tivemos um comparecimento, digamos assim,"
1540.62,1549.42,"dispencando de um turno pro outro, que não terou ali nem a primeira casa da porcentagem."
1549.5,1556.46,"Em primeiro lugar, ficou a nova frente popular, uma frente, que é uma coletânia de"
1556.46,1560.86,"uma série de partidos de esquerda, desde partidos de centro-esquerdas,"
1560.86,1567.98,"até partidos mais radicais, que ficou com 180 acentes."
1567.98,1572.02,"Em segundo lugar, ficou a coalizão..."
1572.02,1579.02,"coalizão governista, macro-nista, com 159 acentes, perdendo 86 acentes,"
1579.02,1584.78,"em terceiro lugar, a frente da reunião nacional, liderada pelo Jordão Bardela,"
1584.78,1590.62,"porém, é o partido da Marin Le Pen, que ficou com 142 acentes,"
1590.62,1596.94,"em quarto lugar os republicanos, o partido conservador tradicional, com 64 acentes, perdendo 39,"
1596.94,1604.62,"e depois uma série de partidos menores, ou candidaturas independentes, partidos regionalistas,"
1604.7,1611.26,"sobre esses resultados sobre o comparecimento eleitoral, quais são os seus comentários"
1611.26,1613.5,"iniciais, análises inicial? Por favor."
1615.66,1620.86,"Vamos lembrar, Felipe, que essa é uma eleição bastante única, bastante estuígênidos,"
1620.86,1625.1,fazia muito tempo que não havia uma eleição legislativa antecipada.
1625.1,1630.62,"Essa eleição aconteceu, porque acho que a gente já discutiu nas últimas semanas,"
1631.42,1634.06,"porque uma corrom resolveu de solver a Assembleia Nacional,"
1634.06,1639.5,"e há uma grande incógnita do porquê, qual era o rastucino do Macron,"
1639.5,1644.54,"nesse momento ele levou uma lavada nas eleições europeias, e no mesmo dia, na mesma noite,"
1644.54,1649.98,"decidiu de solver a Assembleia Nacional e chamar novas eleições dentro da Constituição Francesa,"
1649.98,1651.98,"num prazo muito, muito curto."
1651.98,1656.46,"Então a eleição foi surpreendente em todos os seus momentos, ela foi surpreendente,"
1656.46,1661.5,"quando ela foi chamada, ela foi surpreendente nas próprias candidaturas que apareceram,"
1661.5,1664.46,"porque a esquerda, a princípio não estava unida,"
1664.46,1668.14,"ou uma corrom talvez até tenha apostado o nisso, tenha sido uma aposta dele,"
1668.14,1672.22,"que a esquerda permaneceria desunida, mas ela se uniu,"
1672.22,1680.06,"a eleição a princípio parecia que seria favorável a reunião nacional, o rastã Blamã,"
1680.06,1684.46,"nacional, eles eram favoritos, eles de fato chegaram na frente no primeiro turno,"
1685.1,1692.62,"mas curiosamente pela primeira vez, desde 1968, nós tivemos uma reversão de tendência,"
1692.62,1697.1,"como se diz, quer dizer, o partido que chegou em primeiro lugar no primeiro turno,"
1697.1,1702.7,"perdeu, não chegou em primeiro lugar no segundo, mais do que isso, ficou em terceiro lugar,"
1702.7,1708.22,"e quem chegou em primeiro lugar, a grande surpresa, foi precisamente essa frente de esquerda,"
1708.22,1713.26,"essa reunião de esquerda chamada nova frente popular, que remete ali a frente popular"
1713.26,1722.3,"dos anos 30 do século passado, e foi surpreendente e criou uma situação também em média na França,"
1722.3,1727.02,"porque o sistema francês funciona da seguinte maneira,"
1727.02,1731.18,"o sistema CN Presidencialista, que nós temos o presidente, e nós temos o primeiro ministro."
1731.18,1736.22,"A princípio eles podem ser de partido diferentes, isso já aconteceu no passado,"
1736.78,1743.74,"mas no passado isso acontecia porque havia um descasamento entre a eleição presidencial e a eleição legislativa,"
1743.74,1749.82,"um descasamento que era obrigatório, obrigatório porque o mandato do presidente tinha sete anos,"
1749.82,1755.34,"e o mandato dos deputados tinha cinco anos, então, em geral, o presidente era eleito, por exemplo,"
1755.34,1759.34,"o Franco Amterran foi eleito, logo depois da sua eleição ele dissolvia a Simblei,"
1759.34,1764.38,"chamava novas, enfim, novas eleições para deputados, o partido dele conseguiu a maioria,"
1764.38,1769.26,"porque acabou de ganhar presidencial, então as pessoas queriam garantir uma governabilidade para o presidente,"
1769.26,1775.02,"crescem eleito, só que passado cinco anos ainda faltavam dois anos de mandato para o presidente,"
1775.02,1779.98,"e acabavam mandato da Simblei, por tanto, era obrigatório ter novas eleições,"
1779.98,1784.62,"e seu governo não tivesse com a popularidade lá em cima, como em geral, não estava,"
1784.62,1789.1,"a oposição podia conseguir a maioria no parlamento e impor um primeiro ministro,"
1789.1,1791.5,o que eles chamavam de co-habitação.
1791.5,1797.74,"Desde 2000, isso se tornou uma coisa muito improvável, ouvi três co-habitações até hoje,"
1797.74,1802.14,"na França, duas com o Franco Amterran, porque ele foi reeleito o presidente,"
1802.14,1806.94,"e uma com Jacques Charrack, mas era muito raro a partir dos anos 2000,"
1806.94,1811.82,por conta de uma reforma constitucional que colocou os mandatos de ou mesmo tempo
1811.82,1816.22,"pelos mandatos de presidente e de deputado, então, logo depois de eleição presidencial,"
1816.22,1819.18,"tinha uma eleição para deputado, o presidente, em geral,"
1819.18,1821.9,"que acabou de ganhar uma eleição, conseguia sua maioria,"
1821.9,1826.14,"e governava meio que com todas as cartas na manga,"
1826.14,1830.62,porque o parlamento não iria fazer oposição ao presidente do seu mesmo partido.
1830.62,1835.18,"Uma coronho em 2022 conseguiu a façanha em algum medida de seu primeiro presidente,"
1835.18,1838.7,"desde que os mandatos começaram até a mesma duração,"
1838.7,1844.78,"que não teve uma maioria na Simblei, depois da sua reeleição,"
1844.78,1847.18,"isso criou alguma instabilidade,"
1847.34,1849.9,"por conta disso, ele resolveu dissolver a Simblei,"
1849.9,1852.06,"claro, tinha um cálculo político ali por trás,"
1852.06,1857.66,"mas é a primeira vez, portanto, desde, dessa reforma no ano 2000,"
1857.66,1860.46,"em que a eleição legislativa ganha um peso maior,"
1860.46,1866.3,"porque não se trata de uma eleição para validar uma eleição presidencial,"
1866.3,1868.22,"uma eleição, portanto, com um pouco comparecimento,"
1868.22,1871.42,"as pessoas já cansadas de ter ido duas vezes votar para o presidente,"
1871.42,1874.86,"tem que voltar mais duas vezes para deputado,"
1875.42,1879.1,"então era uma eleição que perdia sua importância,"
1879.1,1883.18,"mas agora, quando o Macron dissolvia a Simblei de maneira surpreendente,"
1883.18,1886.86,"o poder fica em jogo, o poder fica na praça, por assim dizer,"
1886.86,1889.5,"quem ganha essa crene eleição poderia ter uma maioria,"
1889.5,1893.34,"poderia emporar um novo governo e transformar, enfim,"
1893.34,1895.1,o rumo de outras políticas públicas na França.
1895.1,1898.62,"Acho que isso explica muito também esse grande comparecimento,"
1898.62,1902.3,"e curiosamente, no segundo turno,"
1902.3,1907.1,"uma aliança no apenas está esquerda, que já havia sido unido,"
1907.1,1909.98,mas houve um acordo tático entre a esquerda
1909.98,1912.38,"e o centro para tentar barrar estrema direita,"
1912.38,1916.78,"para impedir que estrema direita triunfasse nessas eleições,"
1916.78,1921.1,"como parecia que ia acontecer ali, porque no primeiro turno ele chegar em primeiro lugar."
1921.1,1924.46,Como é que se estruturou essa aliança?
1924.46,1926.38,"Isso se discutiu bastante nas últimas semanas,"
1926.38,1930.3,"a França tem um sistema eleitoral bastante único também,"
1930.3,1934.06,"em que vão para o segundo turno das eleições legislativas,"
1934.06,1936.06,"e, eventualmente, mais do que dois candidatos."
1936.06,1938.62,"É possível ter três candidatos, até quatro candidatos,"
1938.62,1940.54,"a principale é cinco candidatos,"
1940.54,1943.98,no segundo turno das eleições legislativas.
1943.98,1949.1,"Pasta ter 12,5% dos votos dos eleitores inscritos."
1949.1,1952.22,"Então, não é 12,5% dos votos válidos,"
1952.22,1957.18,"é 12,5% dos votos dos eleitores que poderiam e do votar,"
1957.18,1958.94,tendo eles votado ou não.
1958.94,1964.62,"Mas é 12% e meio dos inscritos no seu distrito,"
1964.62,1968.54,"porque isso acaba sendo uma diferença que às vezes pro brasileiro,"
1968.54,1972.86,porque aqui a gente não tem essa questão do distrito eleitoral.
1972.86,1975.1,"É verdade, você entro da razão."
1975.1,1978.3,"Então, eu posso até explicar isso melhor,"
1978.3,1984.94,"porque a França é o sistema, ele é, para a eleição da Assembleia Nacional,"
1984.94,1986.3,ele é distrital.
1986.3,1991.02,"Então, o país é dividido em 577 distritos, territórios,"
1991.02,1994.22,e cada um deles elege um único deputado para Assembleia.
